id,nombre,edad,genero,ciudad,comentario,categoria_del_problema,nivel_de_urgencia,acceso_a_internet,atencion_previa_del_gobierno,zona_rural,año_del_reporte,mes_del_reporte
256,Pedro,37,M,Cartagena,faltan médicos en el centro de salud.,Seguridad,No urgente,0,1,1,2023,5
257,Carlos,48,F,Manizales,la contaminación del río está aumentando.,Seguridad,Urgente,1,0,1,2023,1
258,Carlos,46,M,Barranquilla,necesitamos más acceso a internet en la zona.,Seguridad,No urgente,0,0,1,2024,1
259,Carlos,54,F,Pereira,queremos más presencia policial.,Educación,No urgente,1,1,1,2023,11
260,Jorge,67,Otro,Santa Marta,Sin Comentario,Educación,No urgente,0,1,0,2023,10
261,Pedro,69,Otro,Cartagena,faltan médicos en el centro de salud.,Seguridad,Urgente,1,0,1,2024,4
262,María,36,Otro,Santa Marta,faltan médicos en el centro de salud.,Seguridad,Urgente,0,1,0,2024,5
263,Jorge,31,M,Bucaramanga,la contaminación del río está aumentando.,Educación,Urgente,1,1,1,2024,6
264,Camilo,21,F,Manizales,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,0,0,1,2023,6
265,Valentina,78,Otro,Cartagena,hay problemas con la recolección de basura.,Salud,Urgente,0,1,1,2023,9
266,Jorge,80,F,Cartagena,no tenemos centros culturales ni bibliotecas.,Educación,Urgente,1,0,1,2024,4
267,Carlos,64,M,Santa Marta,hay problemas con la recolección de basura.,Salud,Urgente,0,1,1,2024,8
268,Pedro,48,Otro,Cartagena,faltan médicos en el centro de salud.,Seguridad,Urgente,1,1,1,2024,5
269,Sofía,18,F,Santa Marta,las basuras no se recogen a tiempo.,Seguridad,No urgente,1,0,0,2023,12
270,Camilo,79,F,Cúcuta,la contaminación del río está aumentando.,Seguridad,No urgente,0,1,0,2023,12
271,Pedro,23,Otro,Medellín,no tenemos centros culturales ni bibliotecas.,Salud,No urgente,1,0,0,2023,2
272,Ana,23,M,Cartagena,necesitamos más acceso a internet en la zona.,Salud,No urgente,1,0,1,2023,5
273,María,32,M,Cúcuta,no tenemos centros culturales ni bibliotecas.,Seguridad,Urgente,0,0,0,2024,4
274,Valentina,52,M,Pereira,Sin Comentario,Educación,No urgente,0,0,0,2024,2
275,Ana,15,F,Medellín,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,1,0,0,2024,10
276,Laura,36,F,Pereira,no hay suficientes escuelas públicas.,Seguridad,No urgente,0,1,1,2024,9
277,Juan,79,F,Cúcuta,queremos más presencia policial.,Seguridad,No urgente,0,0,1,2023,7
278,María,58,F,Cúcuta,faltan médicos en el centro de salud.,Medio Ambiente,Urgente,0,1,1,2023,8
279,Carlos,46,F,Cartagena,la contaminación del río está aumentando.,Seguridad,Urgente,1,1,1,2024,2
280,Camilo,41,M,Cali,hay problemas con la recolección de basura.,Salud,Urgente,0,1,0,2024,7
281,Carlos,56,Otro,Manizales,la contaminación del río está aumentando.,Seguridad,No urgente,1,0,0,2024,3
282,Laura,22,F,Cúcuta,necesitamos más acceso a internet en la zona.,Educación,Urgente,1,0,0,2023,6
283,María,59,Otro,Bucaramanga,no hay suficientes escuelas públicas.,Salud,No urgente,0,1,1,2023,6
284,Ana,21,F,Manizales,hay problemas con la recolección de basura.,Educación,Urgente,1,1,0,2024,11
285,Camilo,51,F,Bucaramanga,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,1,1,0,2024,2
286,Laura,17,Otro,Bogotá,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,0,1,0,2024,1
287,Sofía,47,F,Pereira,la contaminación del río está aumentando.,Educación,No urgente,0,0,0,2024,11
288,Camilo,46,F,Bucaramanga,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,1,0,0,2023,4
289,Ana,57,F,Cali,necesitamos más acceso a internet en la zona.,Salud,Urgente,1,0,1,2024,8
290,Sofía,58,F,Santa Marta,necesitamos más acceso a internet en la zona.,Seguridad,Urgente,1,1,1,2023,5
291,Pedro,67,M,Cartagena,las calles están muy oscuras y peligrosas.,Educación,No urgente,1,0,1,2024,8
292,Carlos,20,M,Cali,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,0,1,0,2023,3
293,Camilo,29,F,Manizales,falta agua potable en varias casas.,Salud,No urgente,0,0,0,2024,11
294,Ana,22,F,Pereira,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,1,1,0,2024,8
295,Sofía,29,F,Bogotá,falta agua potable en varias casas.,Seguridad,No urgente,0,0,1,2023,7
296,Ana,17,F,Barranquilla,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,1,0,0,2023,1
297,Ana,26,M,Cúcuta,necesitamos más acceso a internet en la zona.,Educación,No urgente,1,1,0,2023,4
298,Valentina,38,M,Cartagena,queremos más presencia policial.,Educación,No urgente,0,1,1,2024,1
299,Jorge,27,F,Cali,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,1,0,0,2023,7
300,Jorge,25,M,Medellín,la contaminación del río está aumentando.,Seguridad,Urgente,0,1,1,2024,2
301,María,35,F,Santa Marta,Sin Comentario,Salud,No urgente,0,0,1,2024,5
302,Pedro,48,Otro,Cartagena,las calles están muy oscuras y peligrosas.,Seguridad,No urgente,1,1,1,2023,1
303,Jorge,71,Otro,Cali,las calles están muy oscuras y peligrosas.,Educación,No urgente,0,1,1,2023,3
304,Camilo,64,Otro,Bucaramanga,las basuras no se recogen a tiempo.,Educación,Urgente,1,0,0,2023,9
305,Sofía,39,F,Cali,necesitamos más acceso a internet en la zona.,Salud,No urgente,0,0,0,2023,2
306,Ana,23,M,Manizales,faltan médicos en el centro de salud.,Medio Ambiente,No urgente,0,1,0,2024,7
307,Laura,38,M,Barranquilla,hay problemas con la recolección de basura.,Seguridad,Urgente,0,0,0,2024,3
308,Ana,48,Otro,Cúcuta,la contaminación del río está aumentando.,Educación,Urgente,0,1,1,2024,7
309,Camilo,55,Otro,Bogotá,Sin Comentario,Medio Ambiente,Urgente,0,0,1,2024,8
310,Valentina,65,F,Manizales,no hay suficientes escuelas públicas.,Educación,Urgente,0,1,0,2023,3
311,Ana,78,M,Cúcuta,queremos más presencia policial.,Medio Ambiente,Urgente,0,1,0,2023,9
312,Valentina,65,F,Santa Marta,queremos más presencia policial.,Salud,Urgente,0,1,1,2023,6
313,María,50,Otro,Manizales,no tenemos centros culturales ni bibliotecas.,Educación,Urgente,0,1,1,2023,9
314,Valentina,60,M,Barranquilla,queremos más presencia policial.,Salud,No urgente,1,0,0,2024,8
315,Juan,52,M,Bogotá,las basuras no se recogen a tiempo.,Educación,No urgente,0,0,1,2023,10
316,Juan,45,F,Santa Marta,faltan médicos en el centro de salud.,Medio Ambiente,No urgente,1,0,0,2023,4
317,Camilo,72,M,Pereira,hay problemas con la recolección de basura.,Educación,No urgente,0,1,1,2023,4
318,Pedro,19,M,Barranquilla,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,1,1,0,2024,10
319,María,66,F,Manizales,la contaminación del río está aumentando.,Seguridad,No urgente,1,1,0,2024,6
320,Jorge,74,F,Pereira,no tenemos centros culturales ni bibliotecas.,Salud,Urgente,1,1,1,2023,7
321,Laura,77,F,Bogotá,hay problemas con la recolección de basura.,Salud,No urgente,0,1,1,2024,1
322,Sofía,37,Otro,Cartagena,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,0,1,1,2024,9
323,Laura,18,M,Medellín,Sin Comentario,Educación,No urgente,1,0,1,2023,6
324,Laura,69,M,Cali,falta agua potable en varias casas.,Educación,Urgente,1,0,0,2023,4
325,Laura,63,Otro,Santa Marta,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,1,1,1,2024,2
326,Camilo,29,F,Manizales,queremos más presencia policial.,Seguridad,No urgente,1,1,1,2023,10
327,Juan,16,F,Pereira,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,0,0,0,2024,8
328,Ana,62,F,Bucaramanga,queremos más presencia policial.,Educación,No urgente,0,0,1,2023,7
329,María,17,F,Barranquilla,las basuras no se recogen a tiempo.,Salud,Urgente,0,0,0,2024,4
330,María,54,Otro,Bogotá,faltan médicos en el centro de salud.,Medio Ambiente,Urgente,0,1,0,2023,12
331,Jorge,58,M,Bucaramanga,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,0,0,1,2024,1
332,Juan,64,M,Medellín,las calles están muy oscuras y peligrosas.,Seguridad,Urgente,0,0,0,2023,3
333,Jorge,48,F,Cartagena,queremos más presencia policial.,Salud,No urgente,1,0,1,2024,5
334,Camilo,62,Otro,Cali,Sin Comentario,Medio Ambiente,Urgente,1,1,1,2023,8
335,Sofía,71,F,Cali,queremos más presencia policial.,Educación,No urgente,1,0,1,2024,6
336,Valentina,52,M,Manizales,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,0,1,1,2024,7
337,Ana,48,M,Pereira,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,1,1,1,2023,4
338,Juan,23,F,Manizales,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,0,1,1,2023,9
339,María,29,F,Medellín,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,0,0,0,2023,3
340,Jorge,48,F,Cartagena,faltan médicos en el centro de salud.,Medio Ambiente,Urgente,0,0,1,2023,5
341,Carlos,50,F,Cúcuta,las basuras no se recogen a tiempo.,Salud,No urgente,1,1,1,2023,8
342,Valentina,19,Otro,Cúcuta,no hay suficientes escuelas públicas.,Educación,No urgente,1,1,1,2024,10
343,Jorge,65,Otro,Bogotá,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,0,1,1,2023,11
344,Pedro,71,Otro,Medellín,no hay suficientes escuelas públicas.,Salud,No urgente,1,1,0,2023,12
345,Juan,61,M,Cúcuta,queremos más presencia policial.,Seguridad,No urgente,1,1,1,2023,9
346,María,20,F,Cúcuta,no tenemos centros culturales ni bibliotecas.,Salud,Urgente,1,1,0,2024,10
347,Carlos,62,Otro,Cúcuta,falta agua potable en varias casas.,Seguridad,No urgente,1,1,1,2023,10
348,Juan,76,M,Cali,no tenemos centros culturales ni bibliotecas.,Salud,No urgente,0,0,1,2024,9
349,Camilo,73,M,Bogotá,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,1,1,0,2023,7
350,Valentina,47,M,Cartagena,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,1,1,1,2023,11
351,Jorge,27,Otro,Medellín,queremos más presencia policial.,Educación,Urgente,0,0,0,2023,8
352,Laura,45,M,Barranquilla,falta agua potable en varias casas.,Medio Ambiente,Urgente,1,0,0,2024,5
353,María,65,Otro,Manizales,las basuras no se recogen a tiempo.,Salud,No urgente,0,1,1,2024,8
354,Valentina,29,F,Bogotá,queremos más presencia policial.,Salud,Urgente,1,0,1,2024,5
355,Juan,44,M,Cúcuta,faltan médicos en el centro de salud.,Medio Ambiente,No urgente,0,0,1,2024,1
356,Valentina,62,M,Bogotá,la contaminación del río está aumentando.,Medio Ambiente,Urgente,0,1,0,2023,6
357,Carlos,48,Otro,Barranquilla,Sin Comentario,Medio Ambiente,Urgente,1,1,1,2024,11
358,Pedro,18,F,Cali,queremos más presencia policial.,Salud,Urgente,1,1,1,2023,4
359,Juan,58,Otro,Barranquilla,falta agua potable en varias casas.,Seguridad,No urgente,0,0,1,2024,7
360,Jorge,39,Otro,Bucaramanga,no tenemos centros culturales ni bibliotecas.,Salud,No urgente,1,1,1,2024,4
361,Juan,69,Otro,Cali,hay problemas con la recolección de basura.,Seguridad,No urgente,1,0,1,2023,10
362,Jorge,28,F,Bogotá,falta agua potable en varias casas.,Educación,No urgente,1,0,0,2024,8
363,María,75,Otro,Pereira,las basuras no se recogen a tiempo.,Educación,No urgente,1,0,0,2023,12
364,Carlos,30,M,Cartagena,hay problemas con la recolección de basura.,Salud,Urgente,0,0,0,2023,12
365,Ana,30,F,Bogotá,hay problemas con la recolección de basura.,Seguridad,No urgente,1,0,1,2023,9
366,Sofía,52,F,Pereira,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,1,1,1,2024,11
367,María,69,M,Santa Marta,necesitamos más acceso a internet en la zona.,Educación,Urgente,0,1,0,2023,1
368,Ana,75,M,Cartagena,hay problemas con la recolección de basura.,Educación,Urgente,0,1,1,2024,5
369,Ana,18,M,Bucaramanga,falta agua potable en varias casas.,Educación,No urgente,1,0,0,2024,1
370,Camilo,41,M,Bogotá,queremos más presencia policial.,Seguridad,No urgente,1,1,0,2024,9
371,María,24,Otro,Bucaramanga,hay problemas con la recolección de basura.,Seguridad,Urgente,0,0,0,2024,6
372,María,18,M,Bogotá,hay problemas con la recolección de basura.,Salud,Urgente,0,0,1,2024,5
373,Carlos,67,F,Manizales,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,1,0,1,2024,10
374,Carlos,51,F,Manizales,no tenemos centros culturales ni bibliotecas.,Salud,Urgente,0,0,1,2024,6
375,María,22,M,Cartagena,faltan médicos en el centro de salud.,Medio Ambiente,No urgente,0,1,0,2023,1
376,Camilo,48,M,Bogotá,falta agua potable en varias casas.,Medio Ambiente,No urgente,1,0,0,2023,1
377,Juan,32,M,Medellín,queremos más presencia policial.,Educación,Urgente,0,0,1,2024,3
378,Juan,43,Otro,Barranquilla,la contaminación del río está aumentando.,Salud,Urgente,1,0,1,2023,1
379,Juan,20,Otro,Cali,la contaminación del río está aumentando.,Medio Ambiente,No urgente,1,0,1,2023,12
380,Ana,43,Otro,Manizales,queremos más presencia policial.,Educación,Urgente,1,0,0,2024,7
381,Pedro,59,Otro,Cartagena,no hay suficientes escuelas públicas.,Educación,No urgente,0,1,0,2024,9
382,Laura,62,F,Barranquilla,faltan médicos en el centro de salud.,Salud,No urgente,1,0,1,2023,10
383,Jorge,52,M,Cali,necesitamos más acceso a internet en la zona.,Educación,Urgente,0,0,1,2024,4
384,Juan,77,F,Santa Marta,la contaminación del río está aumentando.,Salud,Urgente,0,1,0,2024,8
385,María,53,F,Santa Marta,las basuras no se recogen a tiempo.,Salud,Urgente,0,1,0,2023,4
386,Camilo,31,Otro,Medellín,no tenemos centros culturales ni bibliotecas.,Seguridad,No urgente,0,0,1,2024,6
387,Sofía,37,M,Barranquilla,faltan médicos en el centro de salud.,Salud,Urgente,0,1,0,2023,11
388,Carlos,32,M,Barranquilla,la contaminación del río está aumentando.,Seguridad,Urgente,1,1,0,2024,5
389,Sofía,76,M,Cúcuta,las calles están muy oscuras y peligrosas.,Educación,Urgente,1,1,0,2023,10
390,Jorge,46,Otro,Bucaramanga,la contaminación del río está aumentando.,Educación,Urgente,1,1,1,2023,12
391,Laura,65,F,Bogotá,no hay suficientes escuelas públicas.,Educación,Urgente,1,1,1,2023,1
392,Pedro,23,F,Medellín,queremos más presencia policial.,Medio Ambiente,Urgente,0,0,0,2023,6
393,Juan,57,Otro,Bucaramanga,falta agua potable en varias casas.,Salud,Urgente,1,1,0,2023,4
394,Juan,21,M,Barranquilla,la contaminación del río está aumentando.,Salud,No urgente,0,1,1,2023,12
395,María,59,Otro,Cali,las calles están muy oscuras y peligrosas.,Salud,Urgente,1,0,1,2023,9
396,Camilo,33,Otro,Cúcuta,necesitamos más acceso a internet en la zona.,Educación,No urgente,0,1,1,2023,12
397,Juan,45,Otro,Pereira,no hay suficientes escuelas públicas.,Seguridad,Urgente,1,1,0,2024,8
398,Pedro,66,Otro,Bucaramanga,queremos más presencia policial.,Salud,Urgente,0,0,1,2023,2
399,Juan,43,F,Pereira,queremos más presencia policial.,Educación,No urgente,0,0,0,2024,4
400,María,61,M,Cúcuta,Sin Comentario,Seguridad,No urgente,0,1,0,2023,12
401,Laura,78,Otro,Pereira,las basuras no se recogen a tiempo.,Seguridad,No urgente,1,1,1,2023,7
402,Ana,49,M,Bucaramanga,las calles están muy oscuras y peligrosas.,Educación,No urgente,1,1,0,2024,11
403,Pedro,48,M,Medellín,hay problemas con la recolección de basura.,Seguridad,Urgente,0,0,1,2024,10
404,Camilo,41,M,Barranquilla,hay problemas con la recolección de basura.,Educación,Urgente,0,1,0,2023,7
405,Ana,39,Otro,Cartagena,las calles están muy oscuras y peligrosas.,Educación,No urgente,0,0,0,2024,5
406,Carlos,51,M,Cartagena,Sin Comentario,Medio Ambiente,Urgente,1,1,1,2024,4
407,Pedro,17,Otro,Pereira,las basuras no se recogen a tiempo.,Educación,No urgente,0,0,1,2024,2
408,Juan,25,F,Cartagena,Sin Comentario,Medio Ambiente,Urgente,0,0,0,2023,11
409,Pedro,60,M,Manizales,Sin Comentario,Seguridad,Urgente,0,0,0,2023,10
410,Camilo,52,M,Manizales,queremos más presencia policial.,Medio Ambiente,No urgente,0,1,1,2024,3
411,Camilo,43,F,Medellín,queremos más presencia policial.,Medio Ambiente,Urgente,1,0,0,2023,4
412,Camilo,59,M,Cúcuta,falta agua potable en varias casas.,Salud,No urgente,1,1,0,2023,6
413,Laura,45,M,Cali,no tenemos centros culturales ni bibliotecas.,Educación,Urgente,0,0,0,2023,7
414,Pedro,52,Otro,Manizales,Sin Comentario,Salud,No urgente,1,0,1,2024,7
415,Ana,32,F,Bogotá,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,1,0,1,2024,11
416,Carlos,18,F,Cali,las calles están muy oscuras y peligrosas.,Educación,No urgente,1,1,0,2024,7
417,Juan,33,Otro,Cúcuta,las basuras no se recogen a tiempo.,Educación,No urgente,0,1,0,2024,2
418,Camilo,69,M,Barranquilla,queremos más presencia policial.,Seguridad,Urgente,0,0,1,2023,10
419,Juan,20,F,Cartagena,faltan médicos en el centro de salud.,Medio Ambiente,No urgente,0,1,0,2024,9
420,Carlos,43,F,Cúcuta,falta agua potable en varias casas.,Salud,No urgente,1,1,0,2023,9
421,Pedro,42,Otro,Barranquilla,faltan médicos en el centro de salud.,Educación,Urgente,1,1,1,2023,4
422,María,36,M,Bucaramanga,faltan médicos en el centro de salud.,Salud,Urgente,0,1,1,2023,5
423,Carlos,59,M,Cúcuta,Sin Comentario,Medio Ambiente,Urgente,0,1,0,2023,10
424,Camilo,53,Otro,Cali,la contaminación del río está aumentando.,Medio Ambiente,No urgente,1,0,0,2024,10
425,Camilo,64,Otro,Cúcuta,las basuras no se recogen a tiempo.,Seguridad,Urgente,0,1,0,2023,11
426,Camilo,50,Otro,Cartagena,no tenemos centros culturales ni bibliotecas.,Salud,Urgente,1,0,0,2024,8
427,Pedro,43,M,Santa Marta,hay problemas con la recolección de basura.,Educación,Urgente,0,0,1,2024,7
428,Laura,17,F,Bogotá,no tenemos centros culturales ni bibliotecas.,Salud,Urgente,1,1,0,2023,3
429,Valentina,64,M,Bogotá,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,1,1,0,2024,10
430,Sofía,69,F,Santa Marta,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,1,1,0,2023,9
431,Sofía,26,F,Cali,hay problemas con la recolección de basura.,Salud,Urgente,0,1,0,2023,9
432,Sofía,62,Otro,Cúcuta,falta agua potable en varias casas.,Medio Ambiente,No urgente,0,0,0,2023,5
433,Carlos,31,F,Barranquilla,queremos más presencia policial.,Salud,No urgente,0,1,1,2024,7
434,Carlos,66,M,Medellín,falta agua potable en varias casas.,Seguridad,No urgente,0,1,1,2024,7
435,Sofía,68,M,Cartagena,las calles están muy oscuras y peligrosas.,Seguridad,Urgente,1,0,0,2024,3
436,Pedro,77,F,Barranquilla,faltan médicos en el centro de salud.,Educación,Urgente,1,0,1,2023,8
437,María,22,M,Barranquilla,queremos más presencia policial.,Salud,No urgente,0,1,0,2023,3
438,María,48,M,Cartagena,las calles están muy oscuras y peligrosas.,Salud,Urgente,0,0,0,2024,9
439,Valentina,53,M,Cúcuta,queremos más presencia policial.,Seguridad,Urgente,0,0,1,2024,2
440,Juan,43,M,Bogotá,faltan médicos en el centro de salud.,Salud,Urgente,1,0,1,2023,3
441,Valentina,25,Otro,Bogotá,falta agua potable en varias casas.,Medio Ambiente,No urgente,0,1,1,2024,8
442,Ana,46,Otro,Medellín,queremos más presencia policial.,Seguridad,No urgente,1,0,1,2023,8
443,Ana,22,F,Pereira,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,0,1,0,2024,7
444,Valentina,80,Otro,Cúcuta,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,0,0,0,2023,10
445,Juan,44,Otro,Bogotá,las basuras no se recogen a tiempo.,Salud,No urgente,0,0,1,2024,8
446,Juan,17,M,Santa Marta,necesitamos más acceso a internet en la zona.,Seguridad,Urgente,1,1,1,2023,12
447,Juan,74,Otro,Cúcuta,falta agua potable en varias casas.,Salud,Urgente,1,1,1,2023,1
448,Carlos,61,F,Barranquilla,falta agua potable en varias casas.,Salud,Urgente,0,0,0,2024,6
449,Juan,63,F,Barranquilla,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,1,1,0,2023,5
450,Jorge,69,M,Bogotá,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,1,1,1,2023,6
451,Pedro,23,M,Cali,las calles están muy oscuras y peligrosas.,Educación,Urgente,1,0,1,2023,3
452,Pedro,48,F,Bucaramanga,queremos más presencia policial.,Medio Ambiente,No urgente,0,0,1,2023,4
453,Valentina,79,F,Bucaramanga,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,1,0,0,2024,1
454,Jorge,51,F,Barranquilla,faltan médicos en el centro de salud.,Seguridad,Urgente,0,1,0,2023,4
455,Camilo,22,M,Bogotá,las calles están muy oscuras y peligrosas.,Seguridad,No urgente,1,1,0,2023,6
456,Laura,53,F,Medellín,las calles están muy oscuras y peligrosas.,Educación,Urgente,1,1,0,2023,8
